Title ID,Title,Genre,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Actors,IMDb Score,Rotten Tomatoes Score,IMDb Votes,Awards Received,Awards Nominated For,Boxoffice,Netflix Release Date,,,,
97,The Girl on the Train,Crime,"English, Spanish",Movie,2.6,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Hungary,Mexico,Slovakia,Sweden,South Africa,Netherlands,Germany,Thailand,Turkey,Singapore,Romania,Israel,Australia,Switzerland,Brazil,United Kingdom,India,Malaysia,Hong Kong,Colombia,Japan,South Korea,United States,Russia,Argentina",> 2 hrs,Tate Taylor,"Emily Blunt, Justin Theroux, Rebecca Ferguson, Haley Bennett",6.5,44,169614,4,12,"$75,395,035 ",2/27/2021,,,,
98,Ginny & Georgia - The Afterparty,Animation,English,Movie,7.6,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Hungary,Mexico,Slovakia,Sweden,South Africa,Netherlands,Germany,Thailand,Turkey,Singapore,Romania,Israel,Australia,Switzerland,Brazil,United Kingdom,India,Malaysia,Hong Kong,Colombia,Japan,United States,Russia,Argentina",30-60 mins,Susi Jirkuff,"Georgi Nightingall, Howard Nightingall",5.3,,7,,,,2/27/2021,,,,
99,Ride Your Wave,Fantasy,Japanese,Movie,7.9,Japan,1-2 hour,Masaaki Yuasa,"Kentaro Ito, Honoka Matsumoto, Rina Kawaei, Ryôta Katayose",6.8,93,1601,2,3,"$332,432 ",2/26/2021,,,,
100,Baumbacher Syndrome,Comedy,"English, German",Movie,8.5,"Germany,Switzerland",1-2 hour,Gregory Kirchhoff,"László Branko Breiding, Kaweh Modiri, Ingvild Deila, Elit Iscan",7.4,,332,2,9,,2/26/2021,,,,
101,La Palma,Comedy,"German, English, Spanish, Danish",Movie,8.8,"Germany,Switzerland",1-2 hour,Erec Brehmer,"Dani Alvarez, Daniel Sträßer, Jesper Ankarfeldt, Marleen Lohse",7.6,,49,,,,2/26/2021,,,,
102,Fuga,Drama,Spanish,Movie,6.9,"Spain,Mexico,Brazil,Colombia,United States,Argentina",1-2 hour,Pablo Larraín,"Gastón Pauls, Benjamín Vicuña, Francisca Imboden, María Izquierdo",6.2,33,932,5,2,,2/26/2021,,,,
103,Geez & Ann,Animation,English,Movie,9,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Canada,Belgium,Mexico,Portugal,South Africa,Hungary,Thailand,Slovakia,Singapore,Sweden,Netherlands,Argentina,Germany,Israel,Turkey,Australia,Romania,Switzerland,Brazil,United Kingdom,India,Malaysia,Hong Kong,Colombia,Japan,United States,Russia",1-2 hour,,"Angela Adams, J. Adams",8,,40,,,,2/26/2021,,,,
104,Capone,Crime,"English, Polish",Movie,2.3,United Kingdom,1-2 hour,Josh Trank,"Linda Cardellini, Tom Hardy, Matt Dillon, Al Sapienza",4.7,,14436,,1,,2/25/2021,,,,
105,Vaterland: A Hunting Logbook,Thriller,Czech,Movie,8.1,Slovakia,1-2 hour,David Jarab,"Vasil Fridrich, Karel Roden, Frantisek Rehák, Petr Forman",6.3,,135,2,1,,2/25/2021,,,,
106,The Last Bastion,Drama,English,Series,9.2,"Spain,Mexico,Argentina,Brazil,Colombia,United States",< 30 minutes,,"Ron Blanchard, Colin McEwan, Bill Hunter, Phil Perman",8.5,,60,,,,2/25/2021,,,,
107,Otra Pelicula de Huevos y un Pollo,Action,Spanish,Movie,7.8,"Argentina,Mexico,Colombia",1-2 hour,"Gabriel Riva Palacio Alatriste, Rodolfo Riva Palacio Alatriste","Patricio Castillo, Tress MacNeille, Carlos Espejel, Bruno Bichir",6.1,,424,,,,4/14/2015,,,,
108,Above Suspicion,Crime,English,Movie,6.6,"Mexico,Argentina,Brazil,Colombia",1-2 hour,Phillip Noyce,"Jack Huston, Emilia Clarke, Sophie Lowe, Johnny Knoxville",5.5,,2496,,,,2/24/2021,,,,
109,A Call to Spy,Crime,English,Movie,7.4,United Kingdom,> 2 hrs,Lydia Dean Pilcher,"Sarah Megan Thomas, Radhika Apte, Linus Roache, Stana Katic",6.3,,1684,3,2,"$159,014 ",2/23/2021,,,,
110,Red,Crime,"English, Russian",Movie,3.4,"Canada,Mexico,South Africa,Thailand,Singapore,Turkey,Israel,Australia,Brazil,Malaysia,India,Colombia,Hong Kong,Japan,United States,Russia,Argentina",> 2 hrs,Robert Schwentke,"Bruce Willis, Jefferson Brown, Mary-Louise Parker, Heidi von Palleske",7,72,290548,4,19,"$90,380,162 ",2/23/2021,,,,
111,Made You Look: A True Story About Fake Art,Documentary,English,Movie,8.4,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Romania,Israel,Switzerland,Australia,United Kingdom,Malaysia,India,Hong Kong,Japan,South Korea,Russia,Iceland,Mexico,Argentina,Brazil,Colombia,United States",1-2 hour,Barry Avrich,"Jack Flam, José Carlos Bergantiños Díaz, Patty Cohen, Domenico De Sole",7,,214,,,,2/23/2021,,,,
112,Il signor Diavolo,Horror,Italian,Movie,7.5,Italy,1-2 hour,Pupi Avati,"Gabriel Lo Giudice, Cesare Cremonini, Filippo Franchini, Massimo Bonetti",6,,1002,1,3,,2/22/2021,,,,
113,Chihayafuru,Animation,Japanese,Series,8.6,South Korea,< 30 minutes,,"Asami Seto, Ai Kayano, Mamoru Miyano, Tôru Nara",8.2,,965,,1,,2/21/2021,,,,
114,Classmates Minus,Comedy,,Movie,8.5,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Hungary,Mexico,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Argentina,Romania,Israel,Switzerland,Australia,United Kingdom,Brazil,Malaysia,Colombia,India,Hong Kong,Japan,South Korea,United States,Russia",> 2 hrs,Hsin-yao Huang,"Na-Dou Lin, Ming-Shuai Shih, Jen-Shuo Cheng, Kuan-Ting Liu",7.4,,494,3,7,,2/21/2021,,,,
115,Oh My JUMP!,Drama,Japanese,Series,9.2,Japan,< 30 minutes,,"Rina Ikoma, Toru Baba, Atsushi Itô, Kendô Kobayashi",8.4,,5,,,,2/20/2021,,,,
116,The Mole Agent,Documentary,Spanish,Movie,8.2,"Mexico,Argentina,Colombia",1-2 hour,Maite Alberdi,"Romulo Aitken, Sergio Chamy, Zoila Gonzalez, Petronila Abarca",7.6,,839,4,17,,2/20/2021,,,,
117,The Loop,Comedy,English,Movie,7.7,Poland,1-2 hour,,"Eric Christian Olsen, Philip Baker Hall, Mimi Rogers, Bret Harrison",7.3,,1881,,1,,2/20/2021,,,,
118,I Care a Lot,Crime,English,Movie,8.2,"Poland,France,Greece,Czech Republic,Portugal,Mexico,Hungary,Slovakia,South Africa,Thailand,Germany,Singapore,Turkey,Argentina,Romania,Israel,Brazil,Malaysia,India,Colombia,Hong Kong,United States",1-2 hour,J Blakeson,"Eiza González, Peter Dinklage, Dianne Wiest, Rosamund Pike",6.6,,201,,,,2/20/2021,,,,
119,No Escape Room,Horror,English,Movie,5.7,United States,1-2 hour,Alex Merkin,"Kathryn Davis, Hamza Haq, Mark Ghanimé, Jeni Ross",5.2,33,2840,,,,2/19/2021,,,,
120,DC Super Hero Girls,Action,English,Series,8.1,"Argentina,Mexico,United Kingdom,South Africa,Thailand,Czech Republic,Australia,Singapore,France,Russia,Sweden,Hong Kong,Poland,Hungary,Germany,Portugal,India,Slovakia,Iceland,Lithuania,Belgium,Turkey,Greece,Romania,Switzerland,Spain,Japan,South Korea,United States,Malaysia,Brazil,Netherlands,Italy,Israel,Colombia",< 30 minutes,,"Kari Wahlgren, Myrna Velasco, Kimberly Brooks, Tara Strong",6.9,,699,,3,,8/12/2019,,,,
121,2067,Sci-Fi,English,Movie,5,Australia,1-2 hour,Seth Larney,"Finn Little, Ryan Kwanten, Aaron Glenane, Kodi Smit-McPhee",4.8,,4450,,,,2/19/2021,,,,
122,Ronny & Klaid,Comedy,German,Movie,7.8,"Germany,Switzerland",1-2 hour,Reinhold Schünzel,"Willy Fritsch, Hans Wassmann, Käthe von Nagy, Otto Wallburg",5.6,,5,,,,2/19/2021,,,,
123,Burden,Drama,English,Movie,7.8,Netherlands,1-2 hour,Andrew Heckler,"Garrett Hedlund, Tom Wilkinson, Andrea Riseborough, Forest Whitaker",6.6,97,1814,2,1,"$139,270 ",2/19/2021,,,,
124,Collective,Documentary,"Romanian, English",Movie,7.8,Canada,1-2 hour,Alexander Nanau,"Razvan Lutac, Tedy Ursuleanu, Catalin Tolontan, Mirela Neag",8.4,,3300,25,42,,2/19/2021,,,,
125,Love,Drama,"English, French",Movie,2.5,"Canada,Mexico,South Africa,Thailand,Singapore,Turkey,Argentina,Israel,Australia,Brazil,Malaysia,Colombia,India,Hong Kong,Japan,United States,Russia",1-2 hour,Gaspar Noé,"Klara Kristin, Ugo Fox, Karl Glusman, Aomi Muyock",6.1,40,48843,2,1,"$249,083 ",2/19/2021,,,,
126,Sisyphus,Animation,None,Series,8.1,"Iceland,Canada,South Africa,Thailand,Singapore,United Kingdom,Australia,Malaysia,India,Hong Kong,Japan,South Korea,United States",< 30 minutes,Marcell Jankovics,,6.9,,695,,2,,2/18/2021,,,,
127,Eeb Allay Ooo!,Comedy,Hindi,Movie,8.3,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Hungary,Mexico,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Romania,Argentina,Israel,Switzerland,United Kingdom,Australia,Malaysia,Brazil,Colombia,India,Hong Kong,Japan,United States,Russia",1-2 hour,Prateek Vats,"Nutan Sinha, Shardul Bharadwaj, Shashi Bhushan, Mahender Nath",7.4,,784,4,3,,2/18/2021,,,,
128,Behind Her Eyes,Short Drama,English,Series,8.1,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Canada,Hungary,Mexico,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Romania,Argentina,Israel,Switzerland,United Kingdom,Australia,Malaysia,Brazil,Colombia,India,Hong Kong,Japan,South Korea,United States,Russia",< 30 minutes,Mark Newton,"Victoria Clare, John Curley, Dylan Neumeyer, Katherine Geren",6.2,,8,,,,2/18/2021,,,,
129,The Manson Family Massacre,Crime,English,Movie,6.4,South Korea,1-2 hour,Andrew Jones,"Vicki Glover, Ciaron Davies, Brendee Green, Michael David",3,,273,,,,2/17/2021,,,,
130,DreamWorks Spooky Stories: Volume 2,Action,English,Series,8.1,"Argentina,Russia,South Korea,Hong Kong,Australia,Poland,Lithuania,Japan,Romania,Hungary,Spain,Portugal,Czech Republic,Canada,South Africa,Singapore,United States,Greece,Slovakia,Thailand,Turkey,Malaysia,Brazil,Italy,Iceland,Israel,India,Mexico,Colombia",< 30 minutes,,Gavin Magnus,6.7,,447,,,,4/14/2015,,,,
131,Ten Years Japan,Drama,Japanese,Movie,8.8,South Korea,1-2 hour,"Akiyo Fujimura, Chie Hayakawa, Kei Ishikawa, Yusuke Kinoshita, Megumi Tsuno","Jun Kunimura, Taiga Nakano, Chizuru Ikewaki, Hana Sugisaki",5.6,100,102,,,,2/17/2021,,,,
132,Love at Second Sight,Fantasy,"French, English",Movie,6.7,South Korea,1-2 hour,Hugo Gélin,"Benjamin Lavernhe, François Civil, Joséphine Japy, Camille Lellouche",7,,3527,,1,,2/17/2021,,,,
133,Liberation,Drama,"Russian, German, Italian, Polish, English, French",Movie,8.6,South Korea,1-2 hour,Yuriy Ozerov,"Mikhail Nozhkin, Mikhail Ulyanov, Larisa Golubkina, Nikolay Olyalin",7.8,,525,1,,,2/17/2021,,,,
134,The Last Airbender,Action,English,Movie,1.1,"Argentina,Slovakia,India,Canada,Hungary,Mexico,Poland,Sweden,Czech Republic,Belgium,United States,France,South Korea,Greece,Turkey,Italy,Iceland,Romania,Brazil,Colombia,Spain",1-2 hour,M. Night Shyamalan,"Nicola Peltz, Jackson Rathbone, Noah Ringer, Dev Patel",4,5,152838,8,12,"$131,772,187 ",4/14/2015,,,,
135,Amanda,Drama,"French, English",Movie,7.3,South Korea,1-2 hour,Mikhaël Hers,"Stacy Martin, Ophélia Kolb, Vincent Lacoste, Isaure Multrier",7,,2012,4,7,,2/17/2021,,,,
136,Corpus Christi,Drama,Polish,Movie,3.9,South Korea,1-2 hour,Jan Komasa,"Bartosz Bielenia, Tomasz Zietek, Eliza Rycembel, Aleksandra Konieczna",7.7,,13208,54,33,"$127,240 ",2/17/2021,,,,
137,The Shadow,Crime,English,Movie,2.4,Brazil,1-2 hour,Russell Mulcahy,"Alec Baldwin, Peter Boyle, Penelope Ann Miller, John Lone",6.1,35,23422,,4,"$32,063,435 ",2/17/2021,,,,
138,Artysci,Drama,Polish,Series,8.9,Poland,< 30 minutes,,"Michal Majnicz, Marcin Czarnik, Klara Bielawka, Adam Cywka",7.9,,113,,1,,2/17/2021,,,,
139,Overcoming,Documentary,"Danish, English, Italian, Spanish",Movie,8.7,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Belgium,Portugal,Hungary,Netherlands,Germany,Switzerland,United Kingdom,Czech Republic",1-2 hour,Tómas Gislason,"B.S. Christiansen, Ole Kaare Føli, Michelle Bartoli, Ivan Basso",6.9,88,353,,,,2/17/2021,,,,
140,Se min kjole,Drama,Danish,Movie,7.9,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom",1-2 hour,Hella Joof,"Julie Grundtvig Wester, Honey Shain, Stephanie Leon, Malou Reymann",6.2,,493,,12,,2/17/2021,,,,
141,Aftermath,Drama,"English, Thai",Movie,2.4,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",1-2 hour,Elliott Lester,"Arnold Schwarzenegger, Judah Nelson, Maggie Grace, Scoot McNairy",5.7,42,22226,,,,2/17/2021,,,,
142,Awara Paagal Deewana,Crime,Hindi,Movie,4.1,"Canada,Mexico,South Africa,Thailand,Singapore,Turkey,Argentina,Israel,Australia,Brazil,Malaysia,Colombia,Hong Kong,Japan,United States,Russia,India",> 2 hrs,Vikram Bhatt,"Akshay Kumar, Paresh Rawal, Aftab Shivdasani, Sunil Shetty",6.2,54,7549,6,1,,2/16/2021,,,,
143,Spy Kids: All the Time in the World,Action,English,Movie,1.6,"Argentina,South Africa,Canada,Greece,Turkey,Malaysia,Brazil,Italy,Mexico,Colombia",1-2 hour,Robert Rodriguez,"Mason Cook, Jessica Alba, Joel McHale, Rowan Blanchard",3.5,22,23029,,6,"$38,538,188 ",4/14/2015,,,,
144,John Lewis: Good Trouble,Documentary,English,Movie,8.3,Canada,1-2 hour,Dawn Porter,"Ayanna Pressley, Anthony Johnson, Hillary Clinton, Elijah Cummings",7.1,,539,3,8,,2/16/2021,,,,
145,Repo Man,Crime,"English, Spanish",Movie,4.2,"Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania",1-2 hour,Alex Cox,"Olivia Barash, Tracey Walter, Harry Dean Stanton, Emilio Estevez",6.9,98,33965,2,3,"$129,000 ",2/16/2021,,,,
146,For Love of the Game,Drama,English,Movie,2.6,"Lithuania,Poland,Czech Republic,Hungary,Slovakia,Romania,Mexico,Argentina,Colombia",> 2 hrs,Sam Raimi,"Kelly Preston, Kevin Costner, John C. Reilly, Jena Malone",6.6,46,31879,,7,"$35,188,640 ",2/16/2021,,,,
147,The Crew,Crime,"English, Spanish",Series,4.7,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Mexico,Hungary,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Argentina,Romania,Israel,Switzerland,Australia,United Kingdom,Brazil,Malaysia,Colombia,Hong Kong,Japan,South Korea,United States,Russia,India",< 30 minutes,Michael Dinner,"Burt Reynolds, Seymour Cassel, Dan Hedaya, Richard Dreyfuss",5.7,20,4473,1,,"$13,023,075 ",2/16/2021,,,,
148,Sweethearts,Comedy,English,Movie,7.8,"Germany,Switzerland",1-2 hour,Aleks Horvat,"Janeane Garofalo, Mitch Rouse, Bobcat Goldthwait, Margaret Cho",6.3,,617,1,,,2/15/2021,,,,
149,The Queen of Sin,Drama,English,Movie,6.9,"Germany,Switzerland",1-2 hour,Jean-François Rivard,"Inga Cadranel, Richard de Klerk, Christa B. Allen, Amber Goldfarb",4.2,,386,,2,,2/15/2021,,,,
150,Rim of the World,Action,"English, Chinese",Movie,1.9,"Argentina,Spain,Brazil,United Kingdom,Slovakia,Romania,Israel,Canada,Hong Kong,Iceland,United States,Belgium,South Africa,Switzerland,Greece,Czech Republic,Mexico,Australia,France,South Korea,Russia,Japan,Poland,Netherlands,Sweden,Singapore,India,Germany,Portugal,Lithuania,Italy,Thailand,Hungary,Turkey,Malaysia,Colombia",1-2 hour,McG,"Benjamin Flores Jr., Jack Gore, Alessio Scalzotto, Miya Cech",5.2,23,18243,,,,5/24/2019,,,,
151,The Replacement Killers,Crime,"English, Cantonese",Movie,2.3,South Africa,1-2 hour,Antoine Fuqua,"Mira Sorvino, Michael Rooker, Kenneth Tsang, Yun-Fat Chow",6.2,36,26994,,1,"$19,204,929 ",2/15/2021,,,,
152,Then Came You,Adventure,,Movie,3.1,Canada,1-2 hour,Peter Hutchings,"Nina Dobrev, Maisie Williams, Asa Butterfield, Ken Jeong",7,59,9592,,,,2/15/2021,,,,
153,Story of Women,Drama,French,Movie,7,France,1-2 hour,Claude Chabrol,"Marie Trintignant, François Cluzet, Nils Tavernier, Isabelle Huppert",7.5,82,3928,13,7,"$438,483 ",2/15/2021,,,,
154,The Flower of Evil,Drama,French,Movie,6.8,France,1-2 hour,Claude Chabrol,"Nathalie Baye, Suzanne Flon, Benoît Magimel, Bernard Le Coq",6.5,64,2966,,2,"$182,163 ",2/15/2021,,,,
155,The Swindle,Crime,"French, Hungarian, Italian, Swiss German, Latin",Movie,7.3,France,1-2 hour,Claude Chabrol,"Michel Serrault, François Cluzet, Jean-François Balmer, Isabelle Huppert",6.5,69,2177,3,1,"$250,899 ",2/15/2021,,,,
156,Madame Bovary,Drama,"English, French, Latin, German",Movie,3.7,France,> 2 hrs,Sophie Barthes,"Logan Marshall-Green, Ezra Miller, Mia Wasikowska, Rhys Ifans",5.7,43,7708,,2,"$44,235 ",2/15/2021,,,,
157,LEnfer,Comedy,Greek,Movie,6.7,France,1-2 hour,Babis Makridis,"Aris Servetalis, Lefteris Matthaiou, Makis Papadimitriou, Nota Tserniafski",5.5,25,677,,8,,2/15/2021,,,,
158,Betty,Comedy,,Movie,7.6,France,1-2 hour,,"Kabrina Adams, Ajani Russell, Nina Moran, Dede Lovelace",6.7,,1411,,1,,2/15/2021,,,,
159,New Amsterdam,Drama,English,Series,4,"Poland,Italy,Spain,Czech Republic,Belgium,Portugal,Hungary,Slovakia,South Africa,Netherlands,Thailand,Singapore,Turkey,Romania,Australia,Malaysia,Hong Kong,South Korea,Russia,Canada,Mexico,Argentina,Colombia",< 30 minutes,,"Jocko Sims, Ryan Eggold, Janet Montgomery, Freema Agyeman",8.1,,17422,3,,,2/15/2021,,,,
160,Wheel of Fortune,Family,English,Series,7,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Romania,Israel,Switzerland,United Kingdom,Australia,Malaysia,India,Hong Kong,Japan,Russia,Iceland,Canada,Mexico,Argentina,Brazil,Colombia,United States",< 30 minutes,,"Charlie O'Donnell, Pat Sajak, Vanna White",6.7,,2667,9,75,,2/15/2021,,,,
161,The Big Day,Comedy,Danish,Series,7.5,"Lithuania,Poland,France,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Canada,Portugal,Hungary,Mexico,Slovakia,South Africa,Sweden,Netherlands,Thailand,Germany,Singapore,Turkey,Argentina,Romania,Israel,Switzerland,United Kingdom,Australia,Malaysia,Brazil,Colombia,India,Hong Kong,Japan,South Korea,United States,Russia",< 30 minutes,Morten Arnfred,"Louise Mieritz, Christian Tafdrup, Frank Thiel, Henrik Prip",5.4,,377,,,,2/15/2021,,,,
162,The Photograph,Drama,English,Movie,6.1,South Korea,1-2 hour,Stella Meghie,"Chanté Adams, Issa Rae, LaKeith Stanfield, Y'lan Noel",6,,3853,,4,"$20,578,185 ",2/14/2021,,,,
163,Three Nobunagas,Comedy,Japanese,Movie,7.2,Japan,1-2 hour,Kei Watanabe,"Yoshinori Okada, Kazuyuki Aijima, Takahiro, Hayato Ichihara",4.5,,22,,,,2/14/2021,,,,
164,Monsoon,Drama,"English, Vietnamese",Movie,7.7,"Canada,United States",1-2 hour,Hong Khaou,"David Tran, Lam Anh Dao, Henry Golding, William Do",5.9,,1083,1,2,,2/14/2021,,,,
165,White House Farm,Crime,English,Series,6.1,United Kingdom,< 30 minutes,,"Freddie Fox, Mark Addy, Scott Reid, Alexa Davies",7.4,,5167,1,1,,2/13/2021,,,,
166,Follow Me,Documentary,English,Movie,7.4,Netherlands,1-2 hour,Asri Bendacha,,5.1,,229,,,,2/12/2021,,,,
167,Mundina Nildana,Comedy,Kannada,Movie,8.1,"Canada,Mexico,South Africa,Turkey,Thailand,Singapore,Argentina,Australia,Israel,Brazil,India,Malaysia,Hong Kong,Colombia,Japan,United States,Russia",1-2 hour,Vinay Bharadwaj,"Ajay Raj, Ananya Kashyap, Praveen Tej, Radhika Narayan",6.4,,284,,,,2/12/2021,,,,
168,Capitani,Crime,Luxembourgish,Series,8.4,"Lithuania,Poland,Iceland,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Canada,Slovakia,Mexico,Sweden,Netherlands,South Africa,Germany,Turkey,Thailand,Romania,Singapore,Argentina,Australia,Israel,Brazil,Switzerland,United Kingdom,India,Malaysia,Hong Kong,Colombia,Japan,South Korea,United States,Russia,France",< 30 minutes,,"Luc Schiltz, Joe Dennenwald, Sophie Mousel, Claude De Demo",7.1,,366,,,,2/12/2021,,,,
169,Romang,Drama,English,Movie,8.5,South Korea,1-2 hour,Chang-Geun Lee,"Bae Hae-Sun, Yeong-suk Jeong, Jo Han-Chul, Seon-kyu Jin",7.2,,117,,,,2/11/2021,,,,
170,SUMMER 03,Drama,"French, English, Spanish, German",Movie,5.7,South Korea,1-2 hour,Éric Rohmer,"Sylvie Richez, Marie Rivière, Amira Chemakhi, María Luisa García",7.7,93,7183,5,,"$43,839 ",2/11/2021,,,,
171,Weathering with You,Fantasy,Japanese,Movie,3.7,South Korea,1-2 hour,Makoto Shinkai,"Kotaro Daigo, Sei Hiraizumi, Nana Mori, Shun Oguri",7.5,,23305,6,16,"$7,798,743 ",2/11/2021,,,,
172,Night of the Undead,Comedy,Korean,Movie,7.6,South Korea,1-2 hour,Jeong-won Shin,"Yeong-hie Seo, Dong-kun Yang, Seong-oh Kim, Lee Jung-hyun",5.3,,62,,,,2/11/2021,,,,
173,Monster Hunt 2,Fantasy,Mandarin,Movie,7.2,Singapore,1-2 hour,Raman Hui,"Tony Chiu-Wai Leung, Yuchun Li, Boran Jing, Baihe Bai",5.4,,1399,1,9,"$706,153 ",2/11/2021,,,,
174,Homecoming,Drama,English,Movie,3.8,"Singapore,Malaysia",1-2 hour,,"Hong Chau, Alex Karpovsky, Stephan James, Bobby Cannavale",7.5,,21076,2,29,,2/11/2021,,,,
175,Forgotten Rules,Crime,Indonesian,Movie,8.5,"Thailand,Singapore,Malaysia",1-2 hour,H. Tjut Djalil,"Eva Arnaz, Illa Doth, Rini S. Bono, Diding Boneng",7.1,,26,,,,2/11/2021,,,,
176,Lassie Come Home,Adventure,English,Movie,6.6,Netherlands,1-2 hour,Fred M. Wilcox,"May Whitty, Edmund Gwenn, Donald Crisp, Roddy McDowall",7.1,94,4973,3,2,,2/11/2021,,,,
177,The School Trip,Comedy,German,Movie,7.6,Slovakia,1-2 hour,Lars Montag,"Josefine Preuß, Tom Lass, Kostja Ullmann, Marlon Kittel",5.5,,288,,1,,2/11/2021,,,,
178,La Leyenda del Diamante,Action,Spanish,Movie,6.7,"Argentina,Spain,Portugal,Brazil",1-2 hour,Roberto Girault,"Alex Sirvent, Ana Layevska, Paulina Goto, Karyme Lozano",3.4,,38,,,,6/28/2019,,,,
179,O Filho Eterno,Drama,Portuguese,Movie,8.3,Brazil,1-2 hour,Paulo Machline,"Débora Falabella, Marcos Veras, Augusto Madeira, Lourinelson Vladmir",6.8,,140,,1,,2/10/2021,,,,
180,Paradoks,Crime,Polish,Series,8.5,Poland,< 30 minutes,,"Boguslaw Linda, Cezary Lukaszewicz, Andrzej Zielinski, Anna Grycewicz",7,,95,,,,2/10/2021,,,,
181,Oh Happy Day,Comedy,"Danish, English",Movie,7.4,"Lithuania,Poland,France,Italy,Spain,Greece,Portugal,Germany,Switzerland,United Kingdom,Iceland,Czech Republic",1-2 hour,Hella Joof,"Lotte Andersen, Kurt Ravn, Ditte Gråbøl, Malik Yoba",5.6,,714,,8,,2/10/2021,,,,
182,The Witch: Part 1 - The Subversion,Action,"Korean, English",Movie,5.7,"Argentina,Spain,United States,Japan,Canada,Brazil,Mexico,Colombia",> 2 hrs,Hoon-jung Park,"Min-soo Jo, Go Min-Si, Kim Da-Mi, Choi Woo-sik",7.1,88,6513,7,11,,4/1/2019,,,,
183,Cold Lunch,Drama,Norwegian,Movie,6.4,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Belgium,Portugal,Hungary,Slovakia,Netherlands,Germany,Romania,Switzerland,United Kingdom,Iceland",1-2 hour,Eva Sørhaug,"Ane Dahl Torp, Knut Husebø, Bjørn Floberg, Birgitte Victoria Svendsen",5,24,831,4,5,,2/10/2021,,,,
184,Spaceship Earth,Documentary,English,Movie,7.8,"Colombia,Mexico,Argentina,Brazil",1-2 hour,Matt Wolf,"Shelley Taylor Morgan, Kathelin Gray, Marie Harding, William Dempster",6.4,,1301,,6,,2/9/2021,,,,
185,Mr. & Mrs. Incredible,Crime,"English, Spanish",Movie,3,"Singapore,Malaysia",1-2 hour,Doug Liman,"Adam Brody, Brad Pitt, Angelina Jolie, Vince Vaughn",6.5,60,451482,9,18,"$186,336,279 ",2/8/2021,,,,
186,Golden Chickensss,Comedy,"Cantonese, Mandarin",Movie,6.9,"Singapore,Malaysia",1-2 hour,Matt Chow,"Louis Koo, Michelle Chen, Sandra Kwan Yue Ng, Nick Cheung",5.6,29,404,3,5,,2/8/2021,,,,
187,Golden Chicken,Drama,Cantonese,Movie,8.1,"Singapore,Malaysia",1-2 hour,Leung Chun 'Samson' Chiu,"Hin-Wai Au, Eric Tsang, Eason Chan, Sandra Kwan Yue Ng",7.1,69,836,3,9,,2/8/2021,,,,
188,American Dreams in China,Drama,Mandarin,Movie,7.6,"Singapore,Malaysia",1-2 hour,Peter Ho-Sun Chan,"Chao Deng, Dawei Tong, Xiaoming Huang, Juan Du",7,77,2121,31,32,,2/8/2021,,,,
189,12 Golden Ducks,Comedy,"Cantonese, Mandarin, English, Thai",Movie,6.8,"Singapore,Malaysia",1-2 hour,Matt Chow,"Wilfred Lau, Louis Koo, Sandra Kwan Yue Ng, Anthony Chau-Sang Wong",4.7,29,266,,,,2/8/2021,,,,
190,Dont be the First one,Crime,Hindi,Series,3.8,South Korea,< 30 minutes,Farhan Akhtar,"Priyanka Chopra, Shah Rukh Khan, Isha Koppikar, Arjun Rampal",7.2,78,34427,1,11,"$2,223,961 ",2/7/2021,,,,
